Title,Author,HTML_Link,Bookshelf
"A New Subspecies of Lizard, Cnemidophorus sacki, from Michoacán, México",Duellman,https://www.gutenberg.org/cache/epub/33508/pg33508-images.html,Animals-Wild-Reptiles
Description of a New Softshell Turtle from the Southeastern United States,Webb,https://www.gutenberg.org/cache/epub/31621/pg31621-images.html,Animals-Wild-Reptiles
Selected Records of Reptiles and Amphibians from Kansas,Breukelman and Smith,https://www.gutenberg.org/cache/epub/34554/pg34554-images.html,Animals-Wild-Reptiles
Anne of Green Gables,L. M. Montgomery,https://www.gutenberg.org/cache/epub/45/pg45-images.html,Canada
Anne of Avonlea,L. M. Montgomery,https://www.gutenberg.org/cache/epub/47/pg47-images.html,Canada
Anne of the Island,L. M. Montgomery,https://www.gutenberg.org/cache/epub/51/pg51-images.html,Canada
Anne's House of Dreams,L. M. Montgomery,https://www.gutenberg.org/cache/epub/544/pg544-images.html,Canada
Rilla of Ingleside,L. M. Montgomery,https://www.gutenberg.org/cache/epub/3796/pg3796-images.html,Canada
Rainbow Valley,L. M. Montgomery,https://www.gutenberg.org/cache/epub/5343/pg5343-images.html,Canada
Chronicles of Avonlea,L. M. Montgomery,https://www.gutenberg.org/cache/epub/1354/pg1354-images.html,Canada
Wild Animals I Have Known,Ernest Thompson Seton,https://www.gutenberg.org/cache/epub/3031/pg3031-images.html,Canada
Sunshine Sketches of a Little Town,Stephen Leacock,https://www.gutenberg.org/cache/epub/3533/pg3533-images.html,Canada
The Story Girl,L. M. Montgomery,https://www.gutenberg.org/cache/epub/5342/pg5342-images.html,Canada
"Lucy Maud Montgomery Short Stories, 1909 to 1922",L. M. Montgomery,https://www.gutenberg.org/cache/epub/24878/pg24878-images.html,Canada
Roughing It in the Bush,Susanna Moodie,https://www.gutenberg.org/cache/epub/4389/pg4389-images.html,Canada
The Spell of the Yukon and Other Verses,Robert W. Service,https://www.gutenberg.org/cache/epub/207/pg207-images.html,Canada
The Golden Road,L. M. Montgomery,https://www.gutenberg.org/cache/epub/316/pg316-images.html,Canada
Further Chronicles of Avonlea,L. M. Montgomery,https://www.gutenberg.org/cache/epub/5340/pg5340-images.html,Canada
"Lucy Maud Montgomery Short Stories, 1905 to 1906",L. M. Montgomery,https://www.gutenberg.org/cache/epub/24876/pg24876-images.html,Canada
"Lucy Maud Montgomery Short Stories, 1896 to 1901",L. M. Montgomery,https://www.gutenberg.org/cache/epub/24873/pg24873-images.html,Canada
Two Little Savages,Ernest Thompson Seton,https://www.gutenberg.org/cache/epub/13499/pg13499-images.html,Canada
Kilmeny of the Orchard,L. M. Montgomery,https://www.gutenberg.org/cache/epub/5341/pg5341-images.html,Canada
"Lucy Maud Montgomery Short Stories, 1904",L. M. Montgomery,https://www.gutenberg.org/cache/epub/24875/pg24875-images.html,Canada
"Lucy Maud Montgomery Short Stories, 1907 to 1908",L. M. Montgomery,https://www.gutenberg.org/cache/epub/24877/pg24877-images.html,Canada
Maria Chapdelaine,Louis Hémon,https://www.gutenberg.org/cache/epub/13525/pg13525-images.html,Canada
"France and England in North America, Part I: Pioneers of France in the New World",,https://www.gutenberg.org/cache/epub/3721/pg3721-images.html,Canada
The Backwoods of Canada,Catharine Parr Strickland Traill,https://www.gutenberg.org/cache/epub/13559/pg13559-images.html,Canada
Kazan,James Oliver Curwood,https://www.gutenberg.org/cache/epub/10084/pg10084-images.html,Canada
Twas the Night before Christmas: A Visit from St. Nicholas,Clement Clarke Moore,https://www.gutenberg.org/cache/epub/17135/pg17135-images.html,Children's
The Tale of Peter Rabbit,Beatrix Potter,https://www.gutenberg.org/cache/epub/14838/pg14838-images.html,Children's
Struwwelpeter: Merry Stories and Funny Pictures,Heinrich Hoffmann,https://www.gutenberg.org/cache/epub/12116/pg12116-images.html,Children's
Children's Hour with Red Riding Hood and Other Stories,pseud. Watty Piper,https://www.gutenberg.org/cache/epub/11592/pg11592-images.html,Children's
The Little Red Hen,Florence White Williams,https://www.gutenberg.org/cache/epub/18735/pg18735-images.html,Children's
Favorite Fairy Tales,Logan Marshall,https://www.gutenberg.org/cache/epub/20748/pg20748-images.html,Children's
The Story of the Three Little Pigs,L. Leslie Brooke,https://www.gutenberg.org/cache/epub/18155/pg18155-images.html,Children's
Little Black Sambo,Helen Bannerman,https://www.gutenberg.org/cache/epub/17824/pg17824-images.html,Children's
The Tale of Benjamin Bunny,Beatrix Potter,https://www.gutenberg.org/cache/epub/14407/pg14407-images.html,Children's
The Tailor of Gloucester,Beatrix Potter,https://www.gutenberg.org/cache/epub/14868/pg14868-images.html,Children's
A Visit From Saint Nicholas,Clement Clarke Moore,https://www.gutenberg.org/cache/epub/17382/pg17382-images.html,Children's
Old Christmas: from the Sketch Book of Washington Irving,Washington Irving,https://www.gutenberg.org/cache/epub/20656/pg20656-images.html,Children's
Der Struwwelpeter,Heinrich Hoffmann,https://www.gutenberg.org/cache/epub/24571/pg24571-images.html,Children's
The Tale of Squirrel Nutkin,Beatrix Potter,https://www.gutenberg.org/cache/epub/14872/pg14872-images.html,Children's
Household Stories,the Brothers Grimm Jacob Grimm and Wilhelm Grimm,https://www.gutenberg.org/cache/epub/19068/pg19068-images.html,Children's
The Tale of Tom Kitten,Beatrix Potter,https://www.gutenberg.org/cache/epub/14837/pg14837-images.html,Children's
The Tale of Johnny Town-Mouse,Beatrix Potter,https://www.gutenberg.org/cache/epub/15284/pg15284-images.html,Children's
The Real Mother Goose,Blanche Fisher Wright,https://www.gutenberg.org/cache/epub/10607/pg10607-images.html,Children's
The Pied Piper of Hamelin,Robert Browning,https://www.gutenberg.org/cache/epub/18343/pg18343-images.html,Children's
Nonsense Books,Edward Lear,https://www.gutenberg.org/cache/epub/13650/pg13650-images.html,Children's
Max und Moritz: Eine Bubengeschichte in sieben Streichen,Wilhelm Busch,https://www.gutenberg.org/cache/epub/17161/pg17161-images.html,Children's
Uncle Remus and Brer Rabbit,Joel Chandler Harris,https://www.gutenberg.org/cache/epub/22282/pg22282-images.html,Children's
The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,https://www.gutenberg.org/cache/epub/15137/pg15137-images.html,Children's
The Tales of Mother Goose,Charles Perrault,https://www.gutenberg.org/cache/epub/17208/pg17208-images.html,Children's
The Tale of Jemima Puddle-Duck,Beatrix Potter,https://www.gutenberg.org/cache/epub/14814/pg14814-images.html,Children's
The Railway Children,E. Nesbit,https://www.gutenberg.org/cache/epub/1874/pg1874-images.html,Children's
Five Children and It,E. Nesbit,https://www.gutenberg.org/cache/epub/17314/pg17314-images.html,Children's
The Story of the Treasure Seekers,E. Nesbit,https://www.gutenberg.org/cache/epub/770/pg770-images.html,Children's
The Coral Island: A Tale of the Pacific Ocean,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/646/pg646-images.html,Children's
"Ragged Dick, Or, Street Life in New York with the Boot-Blacks",Jr. Horatio Alger,https://www.gutenberg.org/cache/epub/5348/pg5348-images.html,Children's
The Story of the Amulet,E. Nesbit,https://www.gutenberg.org/cache/epub/837/pg837-images.html,Children's
A Little Book for Christmas,Cyrus Townsend Brady,https://www.gutenberg.org/cache/epub/15343/pg15343-images.html,Children's
The Magic Pudding,Norman Lindsay,https://www.gutenberg.org/cache/epub/23625/pg23625-images.html,Children's
The Flying Girl,L. Frank Baum,https://www.gutenberg.org/cache/epub/53386/pg53386-images.html,Children's
The Magic City,E. Nesbit,https://www.gutenberg.org/cache/epub/20606/pg20606-images.html,Children's
The Phoenix and the Carpet,E. Nesbit,https://www.gutenberg.org/cache/epub/836/pg836-images.html,Children's
The Luckiest Girl in the School,Angela Brazil,https://www.gutenberg.org/cache/epub/18019/pg18019-images.html,Children's
The Enchanted Castle,E. Nesbit,https://www.gutenberg.org/cache/epub/3536/pg3536-images.html,Children's
In Freedom's Cause : A Story of Wallace and Bruce,G. A. Henty,https://www.gutenberg.org/cache/epub/4792/pg4792-images.html,Children's
The Coral Island,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/21721/pg21721-images.html,Children's
"The Dragon and the Raven; Or, The Days of King Alfred",G. A. Henty,https://www.gutenberg.org/cache/epub/3674/pg3674-images.html,Children's
A Popular Schoolgirl,Angela Brazil,https://www.gutenberg.org/cache/epub/18505/pg18505-images.html,Children's
The Texan Scouts: A Story of the Alamo and Goliad,Joseph A. Altsheler,https://www.gutenberg.org/cache/epub/15767/pg15767-images.html,Children's
The Pirate City: An Algerine Tale,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/21692/pg21692-images.html,Children's
Do and Dare — a Brave Boy's Fight for Fortune,Jr. Horatio Alger,https://www.gutenberg.org/cache/epub/5747/pg5747-images.html,Children's
For the Temple: A Tale of the Fall of Jerusalem,G. A. Henty,https://www.gutenberg.org/cache/epub/21614/pg21614-images.html,Children's
The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,E. Nesbit,https://www.gutenberg.org/cache/epub/794/pg794-images.html,Children's
The Gorilla Hunters,R. M. Ballantyne,https://www.gutenberg.org/cache/epub/21736/pg21736-images.html,Children's
Ragged Dick,Jr. Horatio Alger,https://www.gutenberg.org/cache/epub/20689/pg20689-images.html,Children's
The Youngest Girl in the Fifth: A School Story,Angela Brazil,https://www.gutenberg.org/cache/epub/21687/pg21687-images.html,Children's
"Personal Memoirs of U. S. Grant, Complete",Ulysses S. Grant,https://www.gutenberg.org/cache/epub/4367/pg4367-images.html,Children's
The Underground Railroad,William Still,https://www.gutenberg.org/cache/epub/15263/pg15263-images.html,Children's
The Story of Mankind,Hendrik Willem Van Loon,https://www.gutenberg.org/cache/epub/754/pg754-images.html,Children's
"The Journals of Lewis and Clark, 1804-1806",William Clark and Meriwether Lewis,https://www.gutenberg.org/cache/epub/8419/pg8419-images.html,Children's
Woman in the Nineteenth Century,Margaret Fuller,https://www.gutenberg.org/cache/epub/8642/pg8642-images.html,Children's
This Country of Ours,H. E. Marshall,https://www.gutenberg.org/cache/epub/3761/pg3761-images.html,Children's
History of the United States,Charles A. Beard and Mary Ritter Beard,https://www.gutenberg.org/cache/epub/16960/pg16960-images.html,Children's
A Child's History of England,Charles Dickens,https://www.gutenberg.org/cache/epub/699/pg699-images.html,Children's
The Story of the Greeks,H. A. Guerber,https://www.gutenberg.org/cache/epub/23495/pg23495-images.html,Children's
The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,Francis Parkman,https://www.gutenberg.org/cache/epub/1015/pg1015-images.html,Children's
Ancient Egypt,Arthur Gilman and George Rawlinson,https://www.gutenberg.org/cache/epub/15663/pg15663-images.html,Children's
The Anti-Slavery Alphabet,Anonymous,https://www.gutenberg.org/cache/epub/16081/pg16081-images.html,Children's
The Story of Geographical Discovery: How the World Became Known,Joseph Jacobs,https://www.gutenberg.org/cache/epub/14291/pg14291-images.html,Children's
History of the Philippine Islands,Antonio de Morga,https://www.gutenberg.org/cache/epub/7001/pg7001-images.html,Children's
History of the Plague in London,Daniel Defoe,https://www.gutenberg.org/cache/epub/17221/pg17221-images.html,Children's
Captains of the Civil War: A Chronicle of the Blue and the Gray,William Wood,https://www.gutenberg.org/cache/epub/2649/pg2649-images.html,Children's
The Beginner's American History,D. H. Montgomery,https://www.gutenberg.org/cache/epub/18127/pg18127-images.html,Children's
Freedom's Battle,Mahatma Gandhi,https://www.gutenberg.org/cache/epub/10366/pg10366-images.html,Children's
Sinking of the Titanic and Great Sea Disasters,Logan Marshall,https://www.gutenberg.org/cache/epub/781/pg781-images.html,Children's
True Stories of History and Biography,Nathaniel Hawthorne,https://www.gutenberg.org/cache/epub/15697/pg15697-images.html,Children's
The Balkans: A History of Bulgaria—Serbia—Greece—Rumania—Turkey,Nevill Forbes et al.,https://www.gutenberg.org/cache/epub/11716/pg11716-images.html,Children's
Manual of Egyptian Archaeology and Guide to the Study of Antiquities in Egypt,,https://www.gutenberg.org/cache/epub/14400/pg14400-images.html,Children's
Early European History,Hutton Webster,https://www.gutenberg.org/cache/epub/7960/pg7960-images.html,Children's
Great Britain and the American Civil War,Ephraim Douglass Adams,https://www.gutenberg.org/cache/epub/13789/pg13789-images.html,Children's
Stories of Great Americans for Little Americans,Edward Eggleston,https://www.gutenberg.org/cache/epub/10070/pg10070-images.html,Children's
Dave Darrin's First Year at Annapolis,H. Irving Hancock,https://www.gutenberg.org/cache/epub/12774/pg12774-images.html,Children's
Five Little Peppers and How They Grew,Margaret Sidney,https://www.gutenberg.org/cache/epub/2770/pg2770-images.html,Children's
Uncle Wiggily's Adventures,Howard Roger Garis,https://www.gutenberg.org/cache/epub/15281/pg15281-images.html,Children's
Old Mother West Wind,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/2557/pg2557-images.html,Children's
The Adventures of Reddy Fox,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/1825/pg1825-images.html,Children's
The Adventures of Buster Bear,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/22816/pg22816-images.html,Children's
Elsie Dinsmore,Martha Finley,https://www.gutenberg.org/cache/epub/6440/pg6440-images.html,Children's
The Adventures of Danny Meadow Mouse,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/25529/pg25529-images.html,Children's
"Tom Swift and His Motor-Cycle; Or, Fun and Adventures on the Road",Appleton,https://www.gutenberg.org/cache/epub/4230/pg4230-images.html,Children's
The Bobbsey Twins,Laura Lee Hope,https://www.gutenberg.org/cache/epub/17412/pg17412-images.html,Children's
The Adventures of Old Mr. Toad,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/12630/pg12630-images.html,Children's
The Tale of Miss Kitty Cat,Arthur Scott Bailey,https://www.gutenberg.org/cache/epub/21078/pg21078-images.html,Children's
Elsie's Girlhood,Martha Finley,https://www.gutenberg.org/cache/epub/9963/pg9963-images.html,Children's
Tom Swift and His Airship,Victor Appleton,https://www.gutenberg.org/cache/epub/3005/pg3005-images.html,Children's
The Adventures of Grandfather Frog,Thornton W. Burgess,https://www.gutenberg.org/cache/epub/14375/pg14375-images.html,Children's
The Tale of Solomon Owl,Arthur Scott Bailey,https://www.gutenberg.org/cache/epub/16663/pg16663-images.html,Children's
"Tom Swift and His Electric Rifle; Or, Daring Adventures in Elephant Land",,https://www.gutenberg.org/cache/epub/3777/pg3777-images.html,Children's
"Tom Swift in the Land of Wonders; Or, The Underground Search for the Idol of",,https://www.gutenberg.org/cache/epub/499/pg499-images.html,Children's
Elsie's Womanhood,Martha Finley,https://www.gutenberg.org/cache/epub/14874/pg14874-images.html,Children's
The Moving Picture Girls in War Plays,Laura Lee Hope,https://www.gutenberg.org/cache/epub/20348/pg20348-images.html,Children's
"Tom Swift and His Motor-Boat; Or, The Rivals of Lake Carlopa",Victor Appleton,https://www.gutenberg.org/cache/epub/2273/pg2273-images.html,Children's
"Mother West Wind ""How"" Stories",Thornton W. Burgess,https://www.gutenberg.org/cache/epub/21286/pg21286-images.html,Children's
The Tale of Betsy Butterfly,Arthur Scott Bailey,https://www.gutenberg.org/cache/epub/21322/pg21322-images.html,Children's
Christmas Holidays at Merryvale,Alice Hale Burnett,https://www.gutenberg.org/cache/epub/23569/pg23569-images.html,Children's
Tom Swift and His Photo Telephone or the Picture That Saved a Fortune,Appleton,https://www.gutenberg.org/cache/epub/4532/pg4532-images.html,Children's
Andersen's Fairy Tales,H. C. Andersen,https://www.gutenberg.org/cache/epub/1597/pg1597-images.html,Children's
Favorite Fairy Tales,Logan Marshall,https://www.gutenberg.org/cache/epub/20748/pg20748-images.html,Children's
Japanese Fairy Tales,Yei Theodora Ozaki,https://www.gutenberg.org/cache/epub/4018/pg4018-images.html,Children's
Irish Fairy Tales,James Stephens,https://www.gutenberg.org/cache/epub/2892/pg2892-images.html,Children's
English Fairy Tales,Joseph Jacobs,https://www.gutenberg.org/cache/epub/7439/pg7439-images.html,Children's
The Children of Odin: The Book of Northern Myths,Padraic Colum,https://www.gutenberg.org/cache/epub/24737/pg24737-images.html,Children's
A Book of Myths,Jean Lang,https://www.gutenberg.org/cache/epub/22693/pg22693-images.html,Children's
Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore,Ralston,https://www.gutenberg.org/cache/epub/22373/pg22373-images.html,Children's
Viking Tales,Jennie Hall,https://www.gutenberg.org/cache/epub/24811/pg24811-images.html,Children's
American Fairy Tales,L. Frank Baum,https://www.gutenberg.org/cache/epub/4357/pg4357-images.html,Children's
Indian Fairy Tales,Joseph Jacobs and John Dickson Batten,https://www.gutenberg.org/cache/epub/7128/pg7128-images.html,Children's
"A Primary Reader: Old-time Stories, Fairy Tales and Myths Retold",Children,https://www.gutenberg.org/cache/epub/7841/pg7841-images.html,Children's
Fairy Tales Every Child Should Know,Hamilton Wright Mabie,https://www.gutenberg.org/cache/epub/14916/pg14916-images.html,Children's
"The Heroes; Or, Greek Fairy Tales for My Children",Charles Kingsley,https://www.gutenberg.org/cache/epub/677/pg677-images.html,Children's
Stories the Iroquois Tell Their Children,Mabel Powers,https://www.gutenberg.org/cache/epub/22096/pg22096-images.html,Children's
English Fairy Tales,Flora Annie Webster Steel,https://www.gutenberg.org/cache/epub/17034/pg17034-images.html,Children's
